#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2014-08-29T21:46:21 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5400f3a61a6e	
#INFO	-out.max=unlimited	
#INFO	queryParameters=27	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:J/ApJS/167/40&tab:{J/ApJS/167/40/catalog}&key:source=J/ApJS/167/40/catalog&HTTPPRM:&&-ref=VIZ5400f3a61a6e&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-order=I&-oc.form=sexa&-meta.foot=1&-meta=1&-meta.ucd=2&-file=.&-meta=1&-usenav=1&-bmark=POST&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/ApJS/167/40/catalog
#-order=I
#-out=S
#S=wd
#-out=SpClass
#-out=WD
#-out=SDSS
#-out=pm
#-out=pmPA
#-out=umag
#-out=gmag
#-out=rmag
#-out=imag
#-out=zmag
#-out=Teff
#Sloan=SDSS
#-out=RAJ2000
#-out=DEJ2000
#

#RESOURCE=yCat_21670040
#Name: J/ApJS/167/40
#Title: SDSS4 confirmed white dwarfs catalog (Eisenstein+, 2006)
#Table	J_ApJS_167_40_catalog:
#Name: J/ApJS/167/40/catalog
#Title: SDSS DR4 white dwarfs and hot subdwarfs {\em(tables 1 and 1c of catalog)}
#Column	_RAJ2000	(F10.6)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account  (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F10.6)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account  (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
#Column	S	(A2)	{\bf wd} for white dwarfs, or {\bf sd} for subdwarfs	[ucd=src.class]
#Column	SpClass	(a12)	Spectral Classification	[ucd=spect.index]
#Column	WD	(a10)	McCook & Sion (1999, see Cat. III/235) WD catalog ID (as of 2005 August)	[ucd=meta.id]
#Column	SDSS	(a19)	The IAU name, JHHMMSS.ss+DDMMSS.s \linkRole{SDSS-DR4 photometric data} (3)	[ucd=meta.id;meta.main]
#Column	pm	(F7.1)	? Proper motion	[ucd=pos.pm]
#Column	pmPA	(F5.1)	? Proper-motion position angle, where 0 = north, 90 = east, etc	[ucd=pos.pm;pos.posAng]
#Column	umag	(F6.3)	? SDSS u-band PSF as observed magnitude	[ucd=phot.mag;em.opt.U]
#Column	gmag	(F6.3)	? SDSS g-band PSF as observed magnitude	[ucd=phot.mag;em.opt.B]
#Column	rmag	(F6.3)	? SDSS r-band PSF as observed magnitude	[ucd=phot.mag;em.opt.R]
#Column	imag	(F6.3)	? SDSS i-band PSF as observed magnitude	[ucd=phot.mag;em.opt.I]
#Column	zmag	(F6.3)	? SDSS z-band PSF as observed magnitude	[ucd=phot.mag;em.opt.I]
#Column	Teff	(I6)	Autofit temperature	[ucd=phys.temperature]
#Column	RAJ2000	(F10.6)	Decimal degree right ascension (J2000) (4)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	Decimal degree declination (J2000) (4)	[ucd=pos.eq.dec;meta.main]
_RAJ2000	_DEJ2000	S	SpClass	WD	SDSS	pm	pmPA	umag	gmag	rmag	imag	zmag	Teff	RAJ2000	DEJ2000
006.229020	-11.128698	wd	DA          	          	J002454.96-110743.3	   24.4	166.6	19.740	19.327	19.542	19.767	20.145	 13358	006.229020	-11.128698
006.289275	-10.680066	wd	DA          	0022-109  	J002509.42-104048.2	   17.5	169.2	19.761	19.466	19.748	20.055	19.951	 16364	006.289275	-10.680066
006.318523	-09.877392	wd	DA          	0022-101  	J002516.44-095238.6	   55.6	109.4	18.328	17.924	18.095	18.255	18.436	 11109	006.318523	-09.877392
006.381238	-11.133574	wd	DQ          	0022-114  	J002531.49-110800.8	  129.8	123.3	18.155	18.015	18.004	18.128	18.314	 10163	006.381238	-11.133574
006.394741	-10.407381	wd	DA          	0023-106  	J002534.73-102426.5	   29.3	101.0	19.418	19.720	20.098	20.455	20.701	 31150	006.394741	-10.407381
006.433127	+15.759036	wd	DA_auto     	          	J002543.95+154532.5	   37.1	 95.8	19.251	18.889	19.051	19.237	19.538	 12454	006.433127	+15.759036
006.436395	-09.460878	wd	DA          	0023-097  	J002544.73-092739.1	    6.9	138.8	18.729	18.361	18.579	18.808	19.155	 13812	006.436395	-09.460878
006.441478	+16.243072	wd	DA_auto     	          	J002545.95+161435.0	   14.3	124.3	18.865	19.123	19.523	19.819	20.058	 37781	006.441478	+16.243072
006.487111	-09.541986	wd	DA          	0023-098  	J002556.90-093231.1	   20.8	225.3	19.656	19.181	19.156	19.135	19.392	  8335	006.487111	-09.541986
006.500962	-10.132135	wd	DA          	0023-104  	J002600.23-100755.6	   15.6	154.8	20.041	19.521	19.671	19.902	20.150	 12043	006.500962	-10.132135
006.509544	-10.631079	wd	DA          	0023-109  	J002602.29-103751.8	  208.4	160.0	16.743	16.207	16.257	16.326	16.499	 10046	006.509544	-10.631079
006.581373	-09.186331	wd	DA          	0023-094  	J002619.52-091110.7	   33.1	 78.4	20.015	20.038	20.335	20.577	20.517	 22281	006.581373	-09.186331
006.585031	+14.735950	wd	DA+M        	          	J002620.40+144409.4	   52.1	140.5	17.567	17.347	17.339	16.652	16.042	  8933	006.585031	+14.735950
006.638311	-00.375069	wd	DA_auto     	          	J002633.19-002230.2	   13.5	145.5	20.081	19.638	19.552	19.585	19.483	  8153	006.638311	-00.375069
006.641190	+00.907177	wd	DB          	0023+006  	J002633.88+005425.8	   25.7	186.0	18.857	18.928	19.240	19.571	19.808	 19355	006.641190	+00.907177
006.643320	+35.560390	wd	DA_auto     	          	J002634.40+353337.4	       	     	      	      	      	      	      	  8828	006.643320	+35.560390
006.652018	-10.058475	wd	DA          	0024-103  	J002636.48-100330.5	   21.2	112.0	18.045	17.931	18.279	18.563	18.851	 19310	006.652018	-10.058475
006.664440	-00.108520	wd	DB          	          	J002639.47-000630.7	       	     	      	      	      	      	      	 50299	006.664440	-00.108520
006.664440	-00.108520	wd	DB          	          	J002639.47-000630.7	       	     	      	      	      	      	      	 13570	006.664440	-00.108520
006.680576	-00.755069	wd	DA_auto     	          	J002643.33-004518.2	       	     	20.630	20.366	20.456	20.758	20.519	 12057	006.680576	-00.755069
006.689737	-00.425520	wd	DA          	          	J002645.53-002531.8	   83.9	113.9	17.905	17.486	17.386	17.412	17.484	  8375	006.689737	-00.425520
006.689737	-00.425520	wd	DA          	          	J002645.53-002531.8	   83.9	113.9	17.905	17.486	17.386	17.412	17.484	  8343	006.689737	-00.425520
006.707707	+00.893490	wd	DA_auto     	          	J002649.84+005336.5	   10.3	192.1	20.434	20.017	20.262	20.468	20.610	 14351	006.707707	+00.893490
006.854404	-00.739813	wd	DA+M        	          	J002725.05-004423.3	    8.5	326.1	21.032	20.042	19.188	18.361	17.880	  6300	006.854404	-00.739813
006.948775	+01.112555	wd	DA_auto     	          	J002747.70+010645.1	   34.0	134.7	20.053	19.954	20.296	20.618	20.970	 20200	006.948775	+01.112555
006.958386	-00.173194	wd	DB+M        	          	J002750.01-001023.4	       	     	18.376	18.173	17.911	17.087	16.451	  6300	006.958386	-00.173194
007.006989	+00.360480	wd	DA+M        	          	J002801.67+002137.7	   35.8	140.7	19.446	19.386	19.383	18.629	18.070	  6398	007.006989	+00.360480
007.013913	-00.203731	wd	DA_auto     	          	J002803.33-001213.4	   51.4	209.3	18.955	18.414	18.813	19.064	19.290	 14400	007.013913	-00.203731
007.021438	+14.387367	wd	DA          	0025+141  	J002805.14+142314.5	   90.7	106.1	20.136	19.751	19.732	19.770	19.868	  8525	007.021438	+14.387367
007.027086	+01.020000	wd	DA          	0025+007  	J002806.50+010112.0	   42.2	161.6	17.457	17.559	17.938	18.227	18.528	 27010	007.027086	+01.020000
007.059420	+15.025017	wd	DA:         	          	J002814.26+150130.0	       	     	20.796	20.442	20.444	20.412	21.158	  8831	007.059420	+15.025017
007.210683	+15.652755	wd	DA          	0026+153  	J002850.56+153909.9	   23.3	151.3	20.932	20.351	20.373	20.390	20.671	 10742	007.210683	+15.652755
007.293235	+14.219552	wd	DA:+M       	          	J002910.37+141310.3	       	     	21.248	20.686	20.052	19.071	18.423	  6301	007.293235	+14.219552
007.328021	+16.218233	wd	DA          	0026+159  	J002918.72+161305.6	   17.3	165.7	20.569	20.024	19.909	19.867	19.949	  8814	007.328021	+16.218233
007.353212	+13.790608	wd	DA          	0026+135  	J002924.77+134726.1	       	     	20.245	20.118	20.366	20.642	21.014	 19588	007.353212	+13.790608
007.356763	+00.264650	wd	DA          	0026-000  	J002925.62+001552.7	   38.3	235.5	18.900	18.470	18.535	18.659	18.803	 10040	007.356763	+00.264650
007.416980	+15.156131	wd	DA          	0027+148  	J002940.07+150922.0	    1.7	178.4	20.554	20.083	20.251	20.434	21.382	 12990	007.416980	+15.156131
007.427006	-11.170405	wd	DA          	0027-114  	J002942.48-111013.4	  103.2	 57.6	18.849	18.343	18.357	18.422	18.572	  9428	007.427006	-11.170405
007.500138	-00.460819	wd	DA_auto     	          	J003000.03-002738.9	    6.7	 92.0	20.148	19.733	19.770	19.881	19.874	 10012	007.500138	-00.460819
007.513473	+15.441485	wd	DBAZ        	0027+151  	J003003.23+152629.3	   89.7	147.7	17.294	17.408	17.709	17.921	18.180	 16728	007.513473	+15.441485
007.567266	+14.868222	wd	DC          	0027+145  	J003016.14+145205.5	   65.0	 98.8	19.917	19.585	19.617	19.794	19.917	 10290	007.567266	+14.868222
007.726967	-09.456365	wd	DA          	0028-097  	J003054.47-092722.9	   13.0	 88.4	18.136	18.140	18.500	18.793	19.176	 22018	007.726967	-09.456365
007.798971	+13.822081	wd	DA          	0028+135  	J003111.75+134919.4	    7.7	106.7	20.398	20.199	20.518	20.719	20.446	 17085	007.798971	+13.822081
007.894383	-00.351525	wd	DA_auto     	          	J003134.65-002105.4	   19.6	185.3	19.116	18.922	19.221	19.439	19.776	 17320	007.894383	-00.351525
007.974721	+00.238844	wd	DA_auto     	          	J003153.93+001419.8	   10.2	150.7	19.779	19.594	19.953	20.274	20.748	 17666	007.974721	+00.238844
008.009833	+15.943575	wd	DA          	0029+156  	J003202.35+155636.8	   22.0	 89.3	18.299	18.334	18.602	18.859	19.244	 21585	008.009833	+15.943575
008.049972	+00.811971	wd	DA_auto     	          	J003211.99+004843.0	   18.4	167.3	18.763	19.011	19.492	19.756	20.154	 29982	008.049972	+00.811971
008.125480	+00.194046	wd	DB          	0029-000  	J003230.11+001138.5	   15.3	 36.7	18.632	18.648	18.920	19.154	19.406	 15609	008.125480	+00.194046
008.133627	+15.524069	wd	DA          	0029+152  	J003232.07+153126.6	    4.7	186.8	20.144	19.767	19.949	20.137	20.177	 12695	008.133627	+15.524069
008.133627	+15.524069	wd	DA          	0029+152  	J003232.07+153126.6	    4.7	186.8	20.144	19.767	19.949	20.137	20.177	 11065	008.133627	+15.524069
008.179454	+14.343291	wd	DA          	0030+140  	J003243.06+142035.8	    4.4	 69.0	20.128	20.212	20.521	20.846	20.738	 21923	008.179454	+14.343291
008.179454	+14.343291	wd	DA          	0030+140  	J003243.06+142035.8	    4.4	 69.0	20.128	20.212	20.521	20.846	20.738	 21743	008.179454	+14.343291
008.238009	+00.108728	wd	DA+M        	          	J003257.12+000631.4	   10.9	154.2	20.305	20.256	20.440	20.162	20.057	  9571	008.238009	+00.108728
008.256373	+00.954691	wd	DA+M        	          	J003301.52+005716.8	   13.2	135.6	20.753	20.717	20.306	19.323	18.656	  6302	008.256373	+00.954691
008.275870	+15.607644	wd	DA          	0030+153  	J003306.20+153627.5	       	     	20.064	20.228	20.619	20.881	21.327	 31658	008.275870	+15.607644
008.275870	+15.607644	wd	DA          	0030+153  	J003306.20+153627.5	       	     	20.064	20.228	20.619	20.881	21.327	 28702	008.275870	+15.607644
008.412823	+15.425840	wd	DA          	0031+151  	J003339.07+152533.0	   20.0	213.0	20.696	20.292	20.422	20.564	20.669	 11496	008.412823	+15.425840
008.412823	+15.425840	wd	DA          	0031+151  	J003339.07+152533.0	   20.0	213.0	20.696	20.292	20.422	20.564	20.669	 11918	008.412823	+15.425840
008.429375	+14.380958	wd	DO          	0031+141  	J003343.04+142251.4	   35.6	103.6	17.251	17.557	18.012	18.328	18.532	 15176	008.429375	+14.380958
008.467708	+00.382553	wd	DA_auto     	          	J003352.24+002257.1	   65.0	 91.3	20.793	20.265	20.069	20.009	20.147	  7491	008.467708	+00.382553
008.601889	+15.031229	wd	DA          	0031+147  	J003424.45+150152.4	   20.8	122.8	20.525	19.994	20.049	20.132	20.297	 10456	008.601889	+15.031229
008.601889	+15.031229	wd	DA          	0031+147  	J003424.45+150152.4	   20.8	122.8	20.525	19.994	20.049	20.132	20.297	 10746	008.601889	+15.031229
008.604677	+01.066625	wd	DA_auto     	          	J003425.12+010359.8	   53.7	113.4	19.934	19.665	19.938	20.195	20.479	 14819	008.604677	+01.066625
008.612204	+15.300487	wd	DA          	0031+150  	J003426.92+151801.7	  223.4	179.2	17.561	16.988	16.817	16.743	16.792	  7655	008.612204	+15.300487
008.612204	+15.300487	wd	DA          	0031+150  	J003426.92+151801.7	  223.4	179.2	17.561	16.988	16.817	16.743	16.792	  7681	008.612204	+15.300487
008.612204	+15.300487	wd	DA          	0031+150  	J003426.92+151801.7	  223.4	179.2	17.561	16.988	16.817	16.743	16.792	  7640	008.612204	+15.300487
008.652750	+00.528171	wd	DB          	          	J003436.66+003141.4	   55.1	161.2	18.470	18.581	18.834	19.109	19.381	 16412	008.652750	+00.528171
008.689021	+15.415761	wd	DA          	0032+151  	J003445.36+152456.7	   22.8	228.5	19.480	19.718	20.129	20.417	21.074	 30958	008.689021	+15.415761
008.689021	+15.415761	wd	DA          	0032+151  	J003445.36+152456.7	   22.8	228.5	19.480	19.718	20.129	20.417	21.074	 32432	008.689021	+15.415761
008.735535	-10.487630	wd	DA          	0032-107  	J003456.52-102915.4	   69.4	117.2	19.294	18.933	18.954	19.108	19.281	 10131	008.735535	-10.487630
008.784466	+13.845926	wd	DA          	0032+135  	J003508.27+135045.3	   38.7	166.5	16.408	16.366	16.835	17.105	17.422	 22173	008.784466	+13.845926
008.784466	+13.845926	wd	DA          	0032+135  	J003508.27+135045.3	   38.7	166.5	16.408	16.366	16.835	17.105	17.422	 25714	008.784466	+13.845926
008.798467	+00.197325	wd	DA          	0032-000  	J003511.63+001150.3	  252.3	196.7	16.921	16.504	16.551	16.611	16.804	  9540	008.798467	+00.197325
008.798467	+00.197325	wd	DA          	0032-000  	J003511.63+001150.3	  252.3	196.7	16.921	16.504	16.551	16.611	16.804	  9545	008.798467	+00.197325
008.798467	+00.197325	wd	DA          	0032-000  	J003511.63+001150.3	  252.3	196.7	16.921	16.504	16.551	16.611	16.804	  9517	008.798467	+00.197325
008.798467	+00.197325	wd	DA          	0032-000  	J003511.63+001150.3	  252.3	196.7	16.921	16.504	16.551	16.611	16.804	  9509	008.798467	+00.197325
008.800990	+13.998398	wd	DA          	0032+137  	J003512.23+135954.2	    5.7	163.2	20.751	20.324	20.396	20.542	20.835	 12311	008.800990	+13.998398
008.800990	+13.998398	wd	DA          	0032+137  	J003512.23+135954.2	    5.7	163.2	20.751	20.324	20.396	20.542	20.835	 10957	008.800990	+13.998398
008.803149	+00.627259	wd	DA_auto     	          	J003512.75+003738.1	   11.7	133.5	19.561	19.954	20.366	20.659	20.916	 35049	008.803149	+00.627259
008.996063	+01.161540	wd	DA_auto     	          	J003559.05+010941.5	   31.9	109.0	19.831	19.375	19.430	19.584	19.779	 10717	008.996063	+01.161540
009.005730	-11.203865	wd	DZ          	0033-114  	J003601.37-111213.9	   70.0	 19.1	17.559	17.056	17.050	17.081	17.238	 10080	009.005730	-11.203865
009.007585	+14.809693	wd	DA          	0033+145  	J003601.82+144834.8	   14.0	153.4	19.560	19.427	19.681	19.946	20.283	 20844	009.007585	+14.809693
009.007585	+14.809693	wd	DA          	0033+145  	J003601.82+144834.8	   14.0	153.4	19.560	19.427	19.681	19.946	20.283	 21365	009.007585	+14.809693
009.116917	-00.523592	wd	DA+M        	          	J003628.06-003124.9	   12.0	 17.8	19.337	19.338	19.287	18.635	17.953	  6332	009.116917	-00.523592
009.116917	-00.523592	wd	DA+M        	          	J003628.06-003124.9	   12.0	 17.8	19.337	19.338	19.287	18.635	17.953	  6307	009.116917	-00.523592
009.243192	+15.064402	wd	DA          	0034+147  	J003658.36+150351.8	    2.4	103.3	19.643	19.466	19.738	19.981	20.408	 21061	009.243192	+15.064402
009.243192	+15.064402	wd	DA          	0034+147  	J003658.36+150351.8	    2.4	103.3	19.643	19.466	19.738	19.981	20.408	 21061	009.243192	+15.064402
009.329691	+00.527501	wd	DA          	0034+002  	J003719.12+003139.0	       	     	17.850	17.493	17.550	17.650	17.861	 10957	009.329691	+00.527501
009.329691	+00.527501	wd	DA          	0034+002  	J003719.12+003139.0	       	     	17.850	17.493	17.550	17.650	17.861	 11014	009.329691	+00.527501
009.355585	+15.459020	wd	DA          	0034+151  	J003725.34+152732.4	   30.3	338.9	19.396	18.987	18.968	18.989	19.164	  8886	009.355585	+15.459020
009.355585	+15.459020	wd	DA          	0034+151  	J003725.34+152732.4	   30.3	338.9	19.396	18.987	18.968	18.989	19.164	  8858	009.355585	+15.459020
009.377419	-00.282742	wd	DA_auto     	          	J003730.58-001657.8	       	     	20.486	19.978	19.971	20.048	20.073	  9125	009.377419	-00.282742
009.379469	+01.163088	wd	DA+M        	          	J003731.07+010947.1	    9.5	114.4	21.386	20.724	20.182	19.099	18.378	  6301	009.379469	+01.163088
009.408426	-00.877662	wd	DA_auto     	          	J003738.02-005239.5	   40.2	 97.5	18.847	18.781	19.060	19.343	19.621	 19550	009.408426	-00.877662
009.497381	-01.119562	wd	DA_auto     	          	J003759.37-010710.4	   57.5	 96.1	20.006	19.550	19.416	19.405	19.450	  7951	009.497381	-01.119562
009.504962	+15.477161	wd	DA          	0035+152  	J003801.19+152837.7	   35.8	194.5	17.519	17.537	17.900	18.185	18.557	 22067	009.504962	+15.477161
009.504962	+15.477161	wd	DA          	0035+152  	J003801.19+152837.7	   35.8	194.5	17.519	17.537	17.900	18.185	18.557	 21884	009.504962	+15.477161
009.547867	-00.775008	wd	DA_auto     	          	J003811.48-004630.0	   25.5	 56.1	19.819	19.520	19.718	19.969	20.190	 13651	009.547867	-00.775008
009.556415	-00.024683	wd	DA_auto     	          	J003813.53-000128.8	       	     	19.305	18.918	19.023	19.319	19.613	 12136	009.556415	-00.024683
009.568023	+00.873902	wd	DB          	          	J003816.32+005226.0	   28.3	117.5	19.408	19.534	19.794	20.078	20.044	 16401	009.568023	+00.873902
009.721519	-00.490735	wd	DA_auto     	          	J003853.16-002926.6	   19.3	219.3	19.014	18.614	18.555	18.630	18.588	  8488	009.721519	-00.490735
009.725965	+15.938313	wd	DA          	0036+156  	J003854.23+155617.9	   21.1	254.1	19.370	19.343	19.683	19.915	20.028	 21070	009.725965	+15.938313
009.725965	+15.938313	wd	DA          	0036+156  	J003854.23+155617.9	   21.1	254.1	19.370	19.343	19.683	19.915	20.028	 19113	009.725965	+15.938313
009.732022	+14.070045	wd	DB          	0036+137  	J003855.68+140412.1	   21.3	236.6	19.889	19.818	20.039	20.153	20.400	 15522	009.732022	+14.070045
009.753498	+15.835833	wd	DA          	0036+155  	J003900.83+155008.9	   29.9	221.9	18.904	18.614	18.861	19.047	19.280	 14149	009.753498	+15.835833
009.753498	+15.835833	wd	DA          	0036+155  	J003900.83+155008.9	   29.9	221.9	18.904	18.614	18.861	19.047	19.280	 13827	009.753498	+15.835833
009.760315	-00.500102	wd	DA_auto     	          	J003902.47-003000.3	   35.1	117.5	19.246	18.776	18.942	19.125	19.098	 12314	009.760315	-00.500102
009.846007	+00.592976	wd	DA_auto     	          	J003923.04+003534.7	    1.5	259.0	19.545	19.103	19.109	19.201	19.165	 10080	009.846007	+00.592976
009.951160	-09.105373	wd	DA          	0037-093  	J003948.27-090619.3	    6.0	359.0	19.327	18.812	18.801	18.843	19.012	  9573	009.951160	-09.105373
009.954032	+14.706803	wd	DA          	0037+144  	J003948.96+144224.4	   26.5	186.6	19.642	19.323	19.378	19.448	19.776	  9689	009.954032	+14.706803
009.954032	+14.706803	wd	DA          	0037+144  	J003948.96+144224.4	   26.5	186.6	19.642	19.323	19.378	19.448	19.776	  9502	009.954032	+14.706803
009.954032	+14.706803	wd	DA          	0037+144  	J003948.96+144224.4	   26.5	186.6	19.642	19.323	19.378	19.448	19.776	  9668	009.954032	+14.706803
010.005942	+00.985795	wd	DA_auto     	          	J004001.42+005908.8	   78.4	204.8	19.960	19.428	19.210	19.167	19.159	  7377	010.005942	+00.985795
010.017466	+16.180444	wd	DA          	0037+159  	J004004.19+161049.5	    3.7	162.3	20.325	19.930	19.998	20.215	20.133	 11608	010.017466	+16.180444
010.017466	+16.180444	wd	DA          	0037+159  	J004004.19+161049.5	    3.7	162.3	20.325	19.930	19.998	20.215	20.133	 11605	010.017466	+16.180444
010.092577	-01.052134	wd	DA_auto     	          	J004022.21-010307.6	   16.2	299.5	19.077	18.857	19.071	19.371	19.475	 14991	010.092577	-01.052134
010.095354	-00.358355	wd	DA          	          	J004022.88-002130.0	    6.4	111.8	15.217	14.769	14.954	15.124	15.291	 16159	010.095354	-00.358355
010.214064	+14.726412	wd	DA          	0038+144  	J004051.37+144335.0	    2.3	247.3	20.271	19.870	20.054	20.242	20.272	 14767	010.214064	+14.726412
010.214064	+14.726412	wd	DA          	0038+144  	J004051.37+144335.0	    2.3	247.3	20.271	19.870	20.054	20.242	20.272	 15864	010.214064	+14.726412
010.214064	+14.726412	wd	DA          	0038+144  	J004051.37+144335.0	    2.3	247.3	20.271	19.870	20.054	20.242	20.272	 15199	010.214064	+14.726412
010.258236	+15.993526	wd	DA          	0038+157  	J004101.97+155936.6	   13.7	 98.3	18.967	18.978	19.247	19.581	19.751	 21302	010.258236	+15.993526
010.258236	+15.993526	wd	DA          	0038+157  	J004101.97+155936.6	   13.7	 98.3	18.967	18.978	19.247	19.581	19.751	 20088	010.258236	+15.993526
010.258236	+15.993526	wd	DA          	0038+157  	J004101.97+155936.6	   13.7	 98.3	18.967	18.978	19.247	19.581	19.751	 21009	010.258236	+15.993526
010.262980	+14.380169	wd	DA          	0038+141  	J004103.11+142248.6	   19.5	 81.1	17.494	17.423	17.833	18.133	18.459	 22642	010.262980	+14.380169
010.262980	+14.380169	wd	DA          	0038+141  	J004103.11+142248.6	   19.5	 81.1	17.494	17.423	17.833	18.133	18.459	 21520	010.262980	+14.380169
010.269539	+15.673795	wd	DC          	0038+153  	J004104.68+154025.6	   28.9	104.3	19.203	19.153	19.263	19.374	19.496	 11512	010.269539	+15.673795
010.281459	+00.064615	wd	DA_auto     	          	J004107.55+000352.6	   66.3	113.0	20.426	19.928	19.886	19.983	20.041	  9358	010.281459	+00.064615
010.343728	-11.075707	wd	DA          	0038-113  	J004122.49-110432.5	  159.3	 97.2	19.806	19.262	19.147	19.059	19.087	  7301	010.343728	-11.075707
010.348269	+15.185827	wd	DZ          	0038+149  	J004123.58+151108.9	   43.6	171.4	19.805	19.443	19.445	19.425	19.569	 10188	010.348269	+15.185827
010.411200	+15.184712	wd	DA+M:       	0039+149  	J004138.68+151104.9	    6.5	 18.6	19.675	19.790	19.654	19.344	19.053	  7629	010.411200	+15.184712
010.411200	+15.184712	wd	DA+M:       	0039+149  	J004138.68+151104.9	    6.5	 18.6	19.675	19.790	19.654	19.344	19.053	  7810	010.411200	+15.184712
010.411200	+15.184712	wd	DA+M:       	0039+149  	J004138.68+151104.9	    6.5	 18.6	19.675	19.790	19.654	19.344	19.053	  7661	010.411200	+15.184712
010.450234	-00.857630	wd	DA_auto     	          	J004148.05-005127.4	   11.3	  7.3	20.296	20.077	20.297	20.417	20.669	 13163	010.450234	-00.857630
010.503511	+14.467851	wd	DA          	0039+141  	J004200.84+142804.2	   14.9	 50.8	20.415	19.937	20.193	20.387	20.693	 15245	010.503511	+14.467851
010.503511	+14.467851	wd	DA          	0039+141  	J004200.84+142804.2	   14.9	 50.8	20.415	19.937	20.193	20.387	20.693	 16311	010.503511	+14.467851
010.503511	+14.467851	wd	DA          	0039+141  	J004200.84+142804.2	   14.9	 50.8	20.415	19.937	20.193	20.387	20.693	 13585	010.503511	+14.467851
010.626042	-10.255396	wd	DA          	0039-105  	J004230.25-101519.4	   80.2	227.4	19.259	18.745	18.969	19.213	19.306	 12308	010.626042	-10.255396
010.661107	-10.442518	wd	DA          	0040-107  	J004238.66-102633.0	   17.0	 32.0	18.181	18.350	18.746	19.053	19.369	 26681	010.661107	-10.442518
010.700797	+00.332043	wd	DA          	          	J004248.19+001955.3	   18.5	252.5	19.971	19.511	19.779	20.108	19.895	 23596	010.700797	+00.332043
010.728080	-09.185647	wd	DA          	0040-094  	J004254.73-091108.3	   23.4	139.7	18.389	18.334	18.714	19.001	19.334	 21044	010.728080	-09.185647
010.808504	-00.912629	wd	DA_auto     	          	J004314.04-005445.4	   14.9	108.9	18.473	18.529	18.888	19.178	19.398	 23695	010.808504	-00.912629
010.940785	+00.930553	wd	DA          	0041+006  	J004345.78+005549.9	   80.0	222.9	19.225	18.742	18.852	19.048	19.287	 11817	010.940785	+00.930553
010.992502	+14.771994	wd	DB          	0041+144  	J004358.20+144619.1	   25.6	201.5	19.968	19.871	20.083	20.264	20.149	 16645	010.992502	+14.771994
010.992502	+14.771994	wd	DB          	0041+144  	J004358.20+144619.1	   25.6	201.5	19.968	19.871	20.083	20.264	20.149	 17062	010.992502	+14.771994
010.992502	+14.771994	wd	DB          	0041+144  	J004358.20+144619.1	   25.6	201.5	19.968	19.871	20.083	20.264	20.149	 16092	010.992502	+14.771994
010.995540	+14.551571	wd	DC          	0041+142  	J004358.92+143305.6	   41.0	190.9	20.335	20.204	20.193	20.250	20.396	 10544	010.995540	+14.551571
011.115198	+13.659989	wd	DA          	0041+133  	J004427.64+133935.9	   64.8	 90.2	19.672	19.226	19.198	19.242	19.394	  8971	011.115198	+13.659989
011.115198	+13.659989	wd	DA          	0041+133  	J004427.64+133935.9	   64.8	 90.2	19.672	19.226	19.198	19.242	19.394	  8889	011.115198	+13.659989
011.115198	+13.659989	wd	DA          	0041+133  	J004427.64+133935.9	   64.8	 90.2	19.672	19.226	19.198	19.242	19.394	  9058	011.115198	+13.659989
011.122615	-00.864747	wd	DA_auto     	          	J004429.42-005153.0	   33.7	 69.1	19.422	18.935	19.178	19.402	19.504	 13545	011.122615	-00.864747
011.259953	+14.474700	wd	DA          	0042+142  	J004502.38+142828.9	   16.6	153.2	20.260	19.996	20.197	20.362	20.133	 17091	011.259953	+14.474700
011.259953	+14.474700	wd	DA          	0042+142  	J004502.38+142828.9	   16.6	153.2	20.260	19.996	20.197	20.362	20.133	 13946	011.259953	+14.474700
011.259953	+14.474700	wd	DA          	0042+142  	J004502.38+142828.9	   16.6	153.2	20.260	19.996	20.197	20.362	20.133	 16242	011.259953	+14.474700
011.307862	+14.380039	wd	DA:         	          	J004513.88+142248.1	   29.7	106.6	19.659	19.203	19.050	19.035	19.129	  6991	011.307862	+14.380039
011.307862	+14.380039	wd	DA:         	          	J004513.88+142248.1	   29.7	106.6	19.659	19.203	19.050	19.035	19.129	 10108	011.307862	+14.380039
011.307862	+14.380039	wd	DA:         	          	J004513.88+142248.1	   29.7	106.6	19.659	19.203	19.050	19.035	19.129	  7158	011.307862	+14.380039
